date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:33	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2021%20Nov%202025%2001:46:34%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.googletagmanager.com/gtm.85445.delayed	(from https://www.mamouns.com/)
20:46:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:34%20GMT	http://cdn.rlets.com/capture_configs/d93/9d7/917/0e9415e85874c67faac3033.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/cdn.rlets.com/capture_configs/d93/9d7/917/0e9415e85874c67faac3033.9.delayed	(from https://www.mamouns.com/)
20:46:34	82942/82942	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Nov%202025%2008:26:31%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/94417Buy_One_Feed_One_Homepage_Hero.png?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/94417Buy_One_Feed_One_Homepage_Hero9aa8.jpg	(from https://www.mamouns.com/)
20:46:34	216485/216485	---MCZ	200	added ('OK')	text/javascript	etag:W/%22661646c6b5f86edcbf5be5c2d4f4fac4%22	https://cdn.rlets.com:443/capture_configs/d93/9d7/917/0e9415e85874c67faac3033.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/cdn.rlets.com_443/capture_configs/d93/9d7/917/0e9415e85874c67faac3033.js	(from https://www.mamouns.com/)
20:46:35	94381/94381	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Nov%202025%2010:50:24%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/85158227-Mamouns-Slique-Edited.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/85158227-Mamouns-Slique-Edited9aa8.jpg	(from https://www.mamouns.com/)
20:46:36	108552/108552	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:35%20GMT	https://www.mamouns.com/locations/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/locations/index.html	(from https://www.mamouns.com/)
20:46:36	107181/107181	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Nov%202025%2001:41:56%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/838307.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/8383079aa8.jpg	(from https://www.mamouns.com/)
20:46:37	85893/85893	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:35%20GMT	https://www.mamouns.com/catering/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/catering/index.html	(from https://www.mamouns.com/)
20:46:37	104517/104517	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:35%20GMT	https://www.mamouns.com/menu/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/menu/index.html	(from https://www.mamouns.com/)
20:46:38	45055/45055	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:36%20GMT	https://www.mamouns.com/rewards/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/rewards/index.html	(from https://www.mamouns.com/)
20:46:38	39608/39608	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:38%20GMT	https://www.mamouns.com/gift-cards/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/gift-cards/index.html	(from https://www.mamouns.com/)
20:46:39	71540/71540	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Nov%202025%2000:30:59%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/55417App-Featured-Graphic-Website-Cover-Image-01-1.jpg?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/55417App-Featured-Graphic-Website-Cover-Image-01-13279.jpg	(from https://www.mamouns.com/)
20:46:39	42856/42856	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:39%20GMT	https://www.mamouns.com/history/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/history/index.html	(from https://www.mamouns.com/)
20:46:40	81175/81175	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:39%20GMT	https://www.mamouns.com/press/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/press/index.html	(from https://www.mamouns.com/)
20:46:40	41965/41965	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:39%20GMT	https://www.mamouns.com/store/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/store/index.html	(from https://www.mamouns.com/)
20:46:40	41176/41176	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:40%20GMT	https://www.mamouns.com/halal/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/halal/index.html	(from https://www.mamouns.com/)
20:46:40	56435/56435	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:40%20GMT	https://www.mamouns.com/contact/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/contact/index.html	(from https://www.mamouns.com/)
20:46:41	55171/55171	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:40%20GMT	https://www.mamouns.com/privacypolicy/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/privacypolicy/index.html	(from https://www.mamouns.com/)
20:46:41	46863/46863	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2001:46:41%20GMT	https://www.mamouns.com/store/product/mamouns-hot-sauce/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/store/product/mamouns-hot-sauce/index.html	(from https://www.mamouns.com/)
20:46:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:40%20GMT	https://www.mamouns.com/rewards	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/rewards	(from https://www.mamouns.com/)
20:46:41	79301/79301	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Nov%202025%2021:51:43%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/19319207.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/193192073279.jpg	(from https://www.mamouns.com/)
20:46:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:42%20GMT	https://www.mamouns.com/menu	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/menu	(from https://www.mamouns.com/)
20:46:41	165929/165929	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Nov%202025%2001:41:56%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/22754mamouns6030-Square.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/22754mamouns6030-Square9aa8.jpg	(from https://www.mamouns.com/)
20:46:42	79669/79669	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Nov%202025%2010:50:24%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/80294IMG_6986-Square-Edited.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/80294IMG_6986-Square-Edited9aa8.jpg	(from https://www.mamouns.com/)
20:46:42	159509/159509	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Nov%202025%2010:50:24%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/42261P2380028-01.jpeg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/42261P2380028-019aa8.jpg	(from https://www.mamouns.com/)
20:46:42	64978/64978	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Nov%202025%2010:50:24%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/86649Halal-V2-large.png?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/86649Halal-V2-large9aa8.jpg	(from https://www.mamouns.com/)
20:46:42	226594/226594	---M-Z	200	added ('OK')	text/javascript	etag:%2287ee305c42537a144cc03a8f62f6bd2f%22	https://theme-assets.getbento.com/sensei/d1bfc36.sensei/assets/js/foot.libs.min.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/theme-assets.getbento.com/sensei/d1bfc36.sensei/assets/js/foot.libs.min.js	(from https://www.mamouns.com/)
20:46:43	1276674/1276674	---M-Z	200	added ('OK')	text/javascript	etag:%226e939d019cb6cd886f4561e526511cc7%22	https://theme-assets.getbento.com/sensei/d1bfc36.sensei/assets/js/bentobox.min.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/theme-assets.getbento.com/sensei/d1bfc36.sensei/assets/js/bentobox.min.js	(from https://www.mamouns.com/)
20:46:43	716134/716134	---M-Z	200	added ('OK')	text/javascript	etag:%22adae2eeaa897297e263358696086ba6e%22	https://app-assets.getbento.com/alerts-component/874bbe9/main.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/app-assets.getbento.com/alerts-component/874bbe9/main.js	(from https://www.mamouns.com/)
20:46:43	25238/25238	---M-Z	200	added ('OK')	text/javascript	etag:%225d0a5ed855d56501cf53dcbaddada4f8%22	https://app-assets.getbento.com/analytics/b432302/bento-analytics.min.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/app-assets.getbento.com/analytics/b432302/bento-analytics.min.js	(from https://www.mamouns.com/)
20:46:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:44%20GMT	https://www.mamouns.com/a	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/a	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:44	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:45%20GMT	https://www.mamouns.com/signals/config/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:45%20GMT	https://www.mamouns.com/b.resolvedLink	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:45%20GMT	https://www.mamouns.com/d	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/d	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:45	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:45%20GMT	https://www.mamouns.com/a/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/a/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:46%20GMT	https://www.mamouns.com/signals/iwl.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:46%20GMT	https://www.mamouns.com/signals/iwl.js?pixel_id=	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:46%20GMT	https://www.mamouns.com/c.dl	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:46	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:46%20GMT	https://www.mamouns.com/signals/plugins/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Nov%202025%2001:46:46%20GMT	https://www.mamouns.com/c.rl	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/c.20.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:46	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:47%20GMT	https://www.mamouns.com/schema.org/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:48	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:47%20GMT	https://www.mamouns.com/d/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/d/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:48	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:47%20GMT	https://www.mamouns.com/b.resolvedLink/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/b.resolvedLink/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:48	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:48%20GMT	https://www.mamouns.com/signals/iwl.js/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/iwl.js/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:49	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:48%20GMT	https://www.mamouns.com/signals/iwl.js/?pixel_id=	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/signals/iwl.js/index0fc5.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:49	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:49%20GMT	https://www.mamouns.com/c.dl/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/c.dl/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:49	721717/721717	---M-Z	200	added ('OK')	text/javascript	etag:%228654e235497dd25c8481b1095b4791fc%22	https://app-assets.getbento.com/store-locator/ba94d72/store-locator-bundle.js	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/app-assets.getbento.com/store-locator/ba94d72/store-locator-bundle.js	(from https://www.mamouns.com/locations/)
20:46:49	1121/1121	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Nov%202025%2001:46:49%20GMT	https://www.mamouns.com/c.rl/	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/www.mamouns.com/c.rl/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:46:49	91718/91718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Nov%202025%2020:47:26%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/6518Menu_-_Image_2.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&h=600	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/6518Menu_-_Image_238bb.jpg	(from https://www.mamouns.com/menu/)
20:46:49	110901/110901	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Nov%202025%2001:36:51%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/6518Menu_-_Image_2.jpg?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/6518Menu_-_Image_29aa8.jpg	(from https://www.mamouns.com/menu/)
20:46:50	296068/296068	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Nov%202025%2014:47:51%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/9503Falafel-Sandwich2.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/9503Falafel-Sandwich23279.png	(from https://www.mamouns.com/menu/)
20:46:50	336090/336090	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Nov%202025%2023:23:56%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/69707Shawarma-Sandwich2.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/69707Shawarma-Sandwich23279.png	(from https://www.mamouns.com/menu/)
20:46:50	356962/356962	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Nov%202025%2001:36:51%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/61033Chicken-Kebob-Sandwich2.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/61033Chicken-Kebob-Sandwich23279.png	(from https://www.mamouns.com/menu/)
20:46:50	303261/303261	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Nov%202025%2001:36:51%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/46375Classic2.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/46375Classic23279.png	(from https://www.mamouns.com/menu/)
20:46:51	465226/465226	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Nov%202025%2014:47:53%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/5637West-4th2.png?w=1200&fit=crop&auto=compress,format&cs=origin&crop=focalpoint&fp-x=0.5&fp-y=0.5	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/5637West-4th29aa8.png	(from https://www.mamouns.com/menu/)
20:46:51	346436/346436	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Nov%202025%2001:36:51%20GMT	https://images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/88486Manhattan2.png?w=1200&fit=max&auto=compress,format&cs=origin	C:/Users/Seif%20Abdelhamid/OneDrive%20-%20Seton%20Hall%20University/Desktop/Omgyro/images.getbento.com/accounts/0e58cf8ea89fa9cc4ccdf16360d9f235/media/images/88486Manhattan23279.png	(from https://www.mamouns.com/menu/)
